"SDFB Person ID","ODNB ID","Display Name","Prefix","First Name","Last Name","Suffix","Title","All Search Names","Gender","Historical Significance","Birth Year Type","Extant Birth Year","Alternate Birth Year","Death Year Type","Extant Death Year","Alternate Death Year","Group List","level","military","art","law","politics"
"10004579",10165,"Nicholas French",NA,"Nicholas","French","","church","Nicholas French, Nicholas, Nicholas French","male","Roman Catholic bishop of Ferns","IN","1604","1604","IN","1678","1678","[]","Religion",0,0,0,0
"10008364",18939,"George Monck",NA,"George","Monck","",NA,"George Monck, General Monck, General Monk, George, George Monck","male","army officer and naval officer","IN","1608","1608","IN","1670","1670","[]","No Title",1,0,0,0
"10004995",11036,"George Gordon",NA,"George","Gordon","",NA,"George Gordon, George, George Gordon","male","magnate and politician","IN","1561","1562","IN","1636","1636","[]","No Title",0,0,0,1
"10002235",4955,"Daniel Cawdrey",NA,"Daniel","Cawdrey","","church","Daniel Cawdrey, Daniel Cawdry, Daniel, Daniel Cawdrey","male","Church of England clergyman and ejected minister","IN","1587","1588","IN","1664","1664","[]","Religion",0,0,0,0
"10012969",29648,"Edward Wilson",NA,"Edward","Wilson","",NA,"Edward Wilson, Edward, Edward Wilson","male","murder victim and subject of alleged sexual scandal","AF","1584",NA,"IN","1694","1694","[]","No Title",0,0,0,0
"10012430",68212,"Anthony Walker",NA,"Anthony","Walker","","church","Anthony Walker, Anthony, Anthony Walker","male","clergyman","IN","1622","1622","IN","1692","1692","[]","Religion",0,0,0,0
"10001818",4103,"Edward Burrough",NA,"Edward","Burrough","",NA,"Edward Burrough, Edward, Edward Burrough","male","Quaker activist and writer","IN","1633","1633","IN","1663","1663","[]","No Title",0,1,0,0
"10002071",4641,"Elizabeth Carey",NA,"Elizabeth","Carey","",NA,"Elizabeth Carey, Lady Hunsdon, Elizabeth Spencer, Elizabeth Eure, Lady Eure, Elizabeth Carew, Elizabeth, Elizabeth Carey","female","literary patron","IN","1552",NA,"IN","1618",NA,"[]","No Title",0,0,0,0
"10006840",15379,"John Kennedy",NA,"John","Kennedy","",NA,"John Kennedy, John, John Kennedy","male","politician","IN","1601","1607","IN","1668","1668","[]","No Title",0,0,0,1
"10007567",16939,"James Logan",NA,"James","Logan","",NA,"James Logan, James, James Logan","male","colonial official and scholar","IN","1674","1674","IN","1751","1751","[]","No Title",0,0,0,0
"10005006",66717,"Jane Gordon",NA,"Jane","Gordon","","church","Jane Gordon, Jane Campbell, Jean Gordon, Jean Campbell, Jane, Jane Gordon, Viscountess Kenmure","female","patron of ministers","AF","1565",NA,"IN","1675","1675","[]","Religion",0,0,0,0
"10003394",0,"Stephen DeLancey",NA,"Stephen","DeLancey","",NA,"Stephen DeLancey, Stephen, Stephen DeLancey","male",NA,"IN","1663",NA,"IN","1741",NA,"[]","No Title",0,0,0,0
"10012448",28512,"Thomas Walker",NA,"Thomas","Walker","",NA,"Thomas Walker, Thomas, Thomas Walker","male","actor and playwright","IN","1698","1698","IN","1744","1744","[]","No Title",0,1,0,0
"10007838",17677,"Sir Norman Macleod of Berneray","Sir","Norman","Macleod","of Berneray","Sir","Norman Macleod of Berneray, Sir Norman, Sir Norman Macleod, Sir Norman Macleod of Berneray, Sir Norman of Berneray, Sir Macleod, Sir Macleod of Berneray, Norman, Norman Macleod, Norman Macleod of Berneray, Norman of Berneray","male","royalist army officer","IN","1606","1606","IN","1705","1705","[]","Significant",1,0,0,0
"10005096",11208,"John Graham",NA,"John","Graham","",NA,"John Graham, John, John Graham","male","Jacobite army officer","CA","1648","1648","IN","1689","1689","[]","No Title",1,0,0,0
"10009657",22129,"Richard Philipps",NA,"Richard","Philipps","",NA,"Richard Philipps, Richard, Richard Philipps","male","colonial governor","IN","1661","1661","IN","1750","1750","[]","No Title",0,0,0,1
"10004098",9086,"John Fairfax",NA,"John","Fairfax","","church","John Fairfax, John, John Fairfax","male","clergyman and ejected minister","IN","1623","1624","IN","1700","1700","[]","Religion",0,0,0,0
"10008051",18259,"Michael Maschiart",NA,"Michael","Maschiart","","church","Michael Maschiart, Michael, Michael Maschiart","male","Latin poet and Church of England clergyman","IN","1544","1544","IN","1598","1598","[]","Religion",0,1,0,0
"10001524",3351,"Katherine Brettergh",NA,"Katherine","Brettergh","",NA,"Katherine Brettergh, Katherine Bruen, Katherine, Katherine Brettergh","female","exemplar of godly life","IN","1579","1579","IN","1601","1601","[]","No Title",0,0,0,0
"10005300",71780,"Mary Gunter",NA,"Mary","Gunter","",NA,"Mary Gunter, Mary Cresswell, Mary, Mary Gunter","female","convert to protestantism","IN","1586","1586","IN","1622","1622","[]","No Title",0,0,0,0
"10012765",29207,"Thomas Whincop",NA,"Thomas","Whincop","",NA,"Thomas Whincop, Thomas, Thomas Whincop","male","playwright and literary biographer","IN","1697","1697","IN","1730","1730","[]","No Title",0,1,0,0
"10005036",11104,"Samuel Gorton",NA,"Samuel","Gorton","","church","Samuel Gorton, Samuel, Samuel Gorton","male","colonist and preacher in America","IN","1593","1593","IN","1677","1677","[]","Religion",0,0,0,0
"10013293",74758,"Miantonomo",NA,"Miantonomo","","",NA,"Miantonomo, Miantonomo","male","leader of the Narragansett Indians","CA","1600","1600","IN","1643","1643","[]","No Title",0,0,0,0
"10002335",67390,"Francis Charlton",NA,"Francis","Charlton","",NA,"Francis Charlton, Francis, Francis Charlton","male","politician and conspirator","IN","1639","1639","IN","1698","1698","[]","No Title",0,0,0,1
"10000355",798,"Anne Askew",NA,"Anne","Askew","",NA,"Anne Askew, Anne Kyme, Anne, Anne Askew","female","writer and protestant martyr","IN","1521","1521","IN","1546","1546","[]","No Title",0,1,0,0
"10005039",11108,"Bartholomew Gosnold",NA,"Bartholomew","Gosnold","",NA,"Bartholomew Gosnold, Bartholomew, Bartholomew Gosnold","male","sea captain and explorer","AF","1497",NA,"IN","1607","1607","[""""Virginia Company""""]","No Title",0,0,0,0
"10000145",395,"Richard Allestree",NA,"Richard","Allestree","","church","Richard Allestree, Richard, Richard Allestree","male","Church of England clergyman","IN","1621","1622","IN","1681","1681","[]","Religion",0,0,0,0
"10002469",5454,"Richard Claridge",NA,"Richard","Claridge","","church","Richard Claridge, Richard, Richard Claridge","male","Quaker minister and schoolmaster","IN","1649","1649","IN","1723","1723","[]","Religion",0,0,0,0
"10002540",5628,"Gilbert Clerke",NA,"Gilbert","Clerke","",NA,"Gilbert Clerke, Gilbert, Gilbert Clerke","male","mathematician and theologian","IN","1626","1626","CA","1697","1697","[]","No Title",0,0,0,0
"10001988",4485,"Colen Campbell of Boghole and Urchany",NA,"Colen","Campbell","of Boghole and Urchany",NA,"Colen Campbell of Boghole and Urchany, Colen, Colen Campbell, Colen Campbell of Boghole and Urchany, Colen of Boghole and Urchany","male","architect","IN","1676","1676","IN","1729","1729","[]","No Title",0,1,0,0
"10007800",17556,"Donald Mackay",NA,"Donald","Mackay","",NA,"Donald Mackay, Donald, Donald Mackay","male","army officer in the Danish&#150;Norwegian and Swedish service","IN","1591","1591","IN","1649","1649","[]","No Title",1,0,0,0
"10005735",37524,"Edward Hayes",NA,"Edward","Hayes","",NA,"Edward Hayes, Edward, Edward Hayes","male","seaman and promoter of colonization","CA","1550","1550","AF/IN","1613","1613","[]","No Title",0,0,0,0
"10010935",25197,"Jeremy Shakerley",NA,"Jeremy","Shakerley","",NA,"Jeremy Shakerley, Jeremiah Shakerley, Jeremy, Jeremy Shakerley","male","astronomer","IN","1626","1626","CA","1653","1653","[]","No Title",0,0,0,0
"10002861",68523,"William Cosby",NA,"William","Cosby","",NA,"William Cosby, William, William Cosby","male","army officer and colonial governor","IN","1690","1690","IN","1736","1736","[]","No Title",1,0,0,1
"10006123",14140,"Sir David Home of Crossrig","Sir","David","Home","of Crossrig","Sir","Sir David Home of Crossrig, Sir David Hume of Crossrig, Sir David, Sir David Home, Sir David Home of Crossrig, Sir David of Crossrig, Sir Home, Sir Home of Crossrig, David, David Home, David Home of Crossrig, David of Crossrig","male","judge and diarist","IN","1643","1643","IN","1707","1707","[]","Significant",0,0,1,0
"10012994",29735,"Edward Maria Wingfield",NA,"Edward Maria","Wingfield","",NA,"Edward Maria Wingfield, Edward Maria, Edward Maria Wingfield","male","soldier and colonist in America","IN","1550","1550","AF/IN","1619","1619","[""""Virginia Company""""]","No Title",1,0,0,0
"10010012",22898,"Samuel Purchas",NA,"Samuel","Purchas","","church","Samuel Purchas, Samuel, Samuel Purchas","male","geographical editor and compiler and Church of England clergyman","IN","1577","1577","IN","1626","1626","[]","Religion",0,0,0,0
"10012917",29515,"John Williams",NA,"John","Williams","","church","John Williams, John, John Williams","male","archbishop of York","IN","1582","1582","IN","1650","1650","[]","Religion",0,0,0,0
"10011211",25834,"John Smith",NA,"John","Smith","","church","John Smith, John, John Smith","male","Church of England clergyman and writer","IN","1562","1563","IN","1616","1616","[]","Religion",0,1,0,0
"10002226",4942,"Thomas Cavendish",NA,"Thomas","Cavendish","",NA,"Thomas Cavendish, Thomas, Thomas Cavendish","male","explorer","IN","1560","1560","IN","1592","1592","[]","No Title",0,0,0,0
"10002741",6082,"George Conn",NA,"George","Conn","",NA,"George Conn, George, George Conn","male","diplomat","AF","1530",NA,"IN","1640","1640","[]","No Title",0,0,0,1
"10001136",68087,"Sir George Blage","Sir","George","Blage","","Sir","George Blage, Sir George, Sir George Blage, Sir Blage, George, George Blage","male","courtier","IN","1512","1512","IN","1551","1551","[]","Significant",0,0,0,0
"10012852",29354,"Giles Widdowes",NA,"Giles","Widdowes","","church","Giles Widdowes, Giles, Giles Widdowes","male","Church of England clergyman","IN","1588","1589","IN","1645","1645","[]","Religion",0,0,0,0
"10006458",14322,"Hans Hysing",NA,"Hans","Hysing","",NA,"Hans Hysing, Hans Hyssing, Hans Huysing, Hans Huyssing, Hans, Hans Hysing","male","portrait painter","IN","1678","1678","IN","1752","1753","[]","No Title",0,1,0,0
"10011293",26001,"Sir George Somers","Sir","George","Somers","","Sir","George Somers, Sir George, Sir George Somers, Sir Somers, George, George Somers","male","privateer and colonial adventurer","IN","1554","1554","IN","1610","1610","[""""Virginia Company""""]","Significant",0,0,0,0
"10012531",28706,"Seth Ward",NA,"Seth","Ward","","church","Seth Ward, Seth, Seth Ward","male","astronomer and bishop of Exeter and Salisbury","IN","1617","1617","IN","1689","1689","[]","Religion",0,0,0,0
"10000938",2059,"Richard Bellings",NA,"Richard","Bellings","",NA,"Richard Bellings, Richard, Richard Bellings","male","politician and historian","IN","1603","1603","IN","1677","1677","[]","No Title",0,0,0,1
"10002364",74218,"Charles Chester",NA,"Charles","Chester","",NA,"Charles Chester, Charles, Charles Chester","male","informer and wit","IN","1554","1554","IN","1604","1604","[]","No Title",0,0,0,0
"10006149",13704,"Edmund Hooper",NA,"Edmund","Hooper","",NA,"Edmund Hooper, Edmund, Edmund Hooper","male","organist and composer","IN","1553","1553","IN","1621","1621","[]","No Title",0,1,0,0
"10004921",10998,"Timothy Godwin",NA,"Timothy","Godwin","","church","Timothy Godwin, Timothy, Timothy Godwin","male","Church of Ireland archbishop of Cashel","CA","1670","1670","IN","1729","1729","[]","Religion",0,0,0,0
"10005293",11729,"William Guise",NA,"William","Guise","",NA,"William Guise, William, William Guise","male","orientalist","IN","1652","1652","IN","1683","1683","[]","No Title",0,0,0,0
"10001578",3497,"Sir Robert Broke","Sir","Robert","Broke","","Sir","Robert Broke, Sir Robert, Sir Robert Broke, Sir Broke, Robert, Robert Broke","male","judge, legal writer, and speaker of the House of Commons","AF","1448",NA,"IN","1558","1558","[]","Significant",0,1,1,1
"10013017",29769,"Sir William Winter","Sir","William","Winter","","Sir","William Winter, Sir William, Sir William Winter, Sir Winter, William, William Winter","male","naval administrator","IN","1525","1525","IN","1589","1589","[]","Significant",0,0,0,1
"10010548",24293,"Anthony Russell",NA,"Anthony","Russell","",NA,"Anthony Russell, Anthony, Anthony Russell","male","portrait painter","CA","1663","1663","IN","1743","1743","[]","No Title",0,1,0,0
"10011704",67019,"Samuel Sturmy",NA,"Samuel","Sturmy","",NA,"Samuel Sturmy, Samuel, Samuel Sturmy","male","writer on seamanship","IN","1633","1633","IN","1669","1669","[]","No Title",0,1,0,0
"10004076",9053,"John Faber",NA,"John","Faber","",NA,"John Faber, John, John Faber","male","engraver and portrait and miniature painter","IN","1695","1695","IN","1756","1756","[]","No Title",0,1,0,0
"10008433",19125,"Sir John Moore","Sir","John","Moore","","Sir","John Moore, Sir John, Sir John Moore, Sir Moore, John, John Moore","male","merchant and local politician","IN","1620","1620","IN","1702","1702","[]","Significant",0,0,0,1
"10008362",18935,"Peter Monamy",NA,"Peter","Monamy","",NA,"Peter Monamy, Peter, Peter Monamy","male","marine painter","IN","1681","1681","IN","1749","1749","[]","No Title",0,1,0,0
"10003933",8689,"Clement Ellis",NA,"Clement","Ellis","","church","Clement Ellis, Clement, Clement Ellis","male","Church of England clergyman","IN","1633","1633","IN","1700","1700","[]","Religion",0,0,0,0
"10009130",20709,"Laurence Oliphant",NA,"Laurence","Oliphant","",NA,"Laurence Oliphant, Laurence, Laurence Oliphant","male","nobleman","IN","1529","1529","IN","1593","1593","[]","Noble",0,0,0,0
"10009116",20685,"Hugh Oldham",NA,"Hugh","Oldham","","church","Hugh Oldham, Hugh, Hugh Oldham","male","bishop of Exeter","IN","1450","1450","IN","1519","1519","[]","Religion",0,0,0,0
"10011610",26596,"Edward Story",NA,"Edward","Story","","church","Edward Story, Edward, Edward Story","male","bishop of Chichester","AF","1393",NA,"IN","1503","1503","[]","Religion",0,0,0,0
"10007903",17894,"Anthony Malone",NA,"Anthony","Malone","",NA,"Anthony Malone, Anthony, Anthony Malone","male","politician","IN","1700","1700","IN","1776","1776","[]","No Title",0,0,0,1
"10010792",24878,"Sir James Scott of Balwearie","Sir","James","Scott","of Balwearie","Sir","James Scott of Balwearie, Sir James, Sir James Scott, Sir James Scott of Balwearie, Sir James of Balwearie, Sir Scott, Sir Scott of Balwearie, James, James Scott, James Scott of Balwearie, James of Balwearie","male","landowner","AF","1497",NA,"IN","1607","1613","[]","Significant",0,0,0,0
"10009415",21531,"John Paterson",NA,"John","Paterson","","church","John Paterson, John, John Paterson","male","bishop of Ross","IN","1604","1604","IN","1679","1679","[]","Religion",0,0,0,0
"10002561",0,"Sir Gervase Clifton of Clifton, Nottinghamshire","Sir","Gervase","Clifton","of Clifton, Nottinghamshire","Sir","Gervase Clifton, Sir Gervase, Sir Gervase Clifton, Sir Gervase Clifton of Clifton, Nottinghamshire, Sir Gervase of Clifton, Nottinghamshire, Sir Clifton, Sir Clifton of Clifton, Nottinghamshire, Gervase, Gervase Clifton, Gervase Clifton of Clifton, Nottinghamshire, Gervase of Clifton, Nottinghamshire","male",NA,"AF","1470",NA,"IN","1580","1581","[]","Significant",0,0,0,0
"10001690",3757,"Robert Bruce",NA,"Robert","Bruce","",NA,"Robert Bruce, Robert, Robert Bruce","male","nobleman","IN","1626","1626","IN","1685","1685","[]","Noble",0,0,0,0
"10004583",10180,"John Frewen",NA,"John","Frewen","","church","John Frewen, John, John Frewen","male","Church of England clergyman","IN","1558","1558","IN","1628","1628","[]","Religion",0,0,0,0
"10012610",73992,"Thomas Watts",NA,"Thomas","Watts","","church","Thomas Watts, Thomas, Thomas Watts","male","Church of England clergyman","IN","1523","1524","IN","1577","1577","[]","Religion",0,0,0,0
"10010674",24627,"Robert Sanderson",NA,"Robert","Sanderson","","church","Robert Sanderson, Robert, Robert Sanderson","male","bishop of Lincoln","IN","1587","1587","IN","1663","1663","[]","Religion",0,0,0,0
"10008366",18941,"Nicholas Monck",NA,"Nicholas","Monck","","church","Nicholas Monck, Nicholas, Nicholas Monck","male","bishop of Hereford","IN","1610","1610","IN","1661","1661","[]","Religion",0,0,0,0
"10006896",15521,"William Kiffin",NA,"William","Kiffin","","church","William Kiffin, William, William Kiffin","male","Particular Baptist minister and author","IN","1616","1616","IN","1701","1701","[]","Religion",0,1,0,0
"10003464",7547,"Jean Despagne",NA,"Jean","Despagne","","church","Jean Despagne, Jean D'Espagne, John Despagne, John D'Espagne, Jean, Jean Despagne","male","Reformed minister and theologian","IN","1591","1591","IN","1659","1659","[]","Religion",0,0,0,0
"10004342",9633,"George FitzRoy",NA,"George","FitzRoy","",NA,"George FitzRoy, George Palmer, George, George FitzRoy","male","courtier and army officer","IN","1665","1665","IN","1716","1716","[]","Significant",1,0,0,0
"10003794",8311,"John Durel",NA,"John","Durel","","church","John Durel, Jean Durel, John, John Durel","male","Church of England clergyman and apologist","IN","1625","1625","IN","1683","1683","[]","Religion",0,0,0,0
"10012729",29134,"Thomas Weston",NA,"Thomas","Weston","",NA,"Thomas Weston, Thomas, Thomas Weston","male","merchant and colonial adventurer","AF","1534",NA,"IN","1644","1647","[]","No Title",0,0,0,0
"10003632",7934,"William Douglas",NA,"William","Douglas","",NA,"William Douglas, William, William Douglas","male","magnate and scholar","IN","1589","1589","IN","1660","1660","[]","No Title",0,0,0,0
"10003687",8070,"James Drummond",NA,"James","Drummond","",NA,"James Drummond, James, James Drummond","male","politician","IN","1648","1648","IN","1716","1716","[]","No Title",0,0,0,1
"10007029",15756,"Hanserd Knollys",NA,"Hanserd","Knollys","","church","Hanserd Knollys, Hanserd, Hanserd Knollys","male","Particular Baptist minister and author","IN","1598","1598","IN","1691","1691","[]","Religion",0,1,0,0
"10001691",3758,"Thomas Bruce",NA,"Thomas","Bruce","",NA,"Thomas Bruce, Thomas, Thomas Bruce","male","nobleman and memoirist","IN","1656","1656","IN","1741","1741","[]","Noble",0,0,0,0
"10003690",8077,"John Drummond",NA,"John","Drummond","",NA,"John Drummond, John, John Drummond","male","politician","IN","1649","1649","IN","1714","1714","[]","No Title",0,0,0,1
"10011197",39672,"Francis Smith",NA,"Francis","Smith","","church","Francis Smith, Francis, Francis Smith","male","bookseller and General Baptist minister","AF","1581",NA,"IN","1691","1691","[]","Religion",0,0,0,0
"10005294",11735,"Thomas Gumble",NA,"Thomas","Gumble","","church","Thomas Gumble, Thomas, Thomas Gumble","male","Church of England clergyman and biographer","IN","1626","1626","IN","1676","1676","[]","Religion",0,0,0,0
"10004163",9249,"Basil Feilding",NA,"Basil","Feilding","",NA,"Basil Feilding, Basil, Basil Feilding","male","parliamentarian army officer and politician","IN","1608","1608","IN","1675","1675","[""""Earl of Essex's army""""]","No Title",1,0,0,1
"10005097",11216,"Richard Graham",NA,"Richard","Graham","",NA,"Richard Graham, Richard, Richard Graham","male","politician and Jacobite conspirator","IN","1648","1648","IN","1695","1695","[]","No Title",0,0,0,1
"10013148",30040,"John Michael Wright",NA,"John Michael","Wright","",NA,"John Michael Wright, John Michael, John Michael Wright","male","painter","IN","1617","1617","IN","1694","1694","[]","No Title",0,1,0,0
"10001312",2915,"William Borough",NA,"William","Borough","",NA,"William Borough, William, William Borough","male","explorer and naval administrator","IN","1536","1536","IN","1598","1598","[]","No Title",0,0,0,1
"10003121",62231,"Ezekiel Culverwell",NA,"Ezekiel","Culverwell","",NA,"Ezekiel Culverwell, Ezekiel, Ezekiel Culverwell","male","","IN","1554","1554","IN","1631","1631","[]","No Title",0,0,0,0
"10006150",13705,"George Hooper",NA,"George","Hooper","","church","George Hooper, George, George Hooper","male","bishop of Bath and Wells and scholar","IN","1640","1640","IN","1727","1727","[]","Religion",0,0,0,0
"10001346",70782,"Nicholas Bourbon",NA,"Nicholas","Bourbon","",NA,"Nicholas Bourbon, Nicholas, Nicholas Bourbon","male","poet and religious reformer","CA","1503","1503","IN","1549","1550","[]","No Title",0,1,0,0
"10005040",11109,"John Gosnold",NA,"John","Gosnold","","church","John Gosnold, John, John Gosnold","male","General Baptist minister","CA","1626","1626","IN","1678","1678","[]","Religion",0,0,0,0
"10008427",19108,"Francis Moore",NA,"Francis","Moore","",NA,"Francis Moore, Francis, Francis Moore","male","astrologer and medical practitioner","IN","1657","1657","CA","1714","1714","[]","No Title",0,0,0,0
"10007975",37736,"Sir John Markham","Sir","John","Markham","","Sir","John Markham, Sir John, Sir John Markham, Sir Markham, John, John Markham","male","soldier and member of parliament","BF","1486","1486","IN","1559","1559","[]","Significant",1,0,0,1
"10012299",67448,"Thomas Venner",NA,"Thomas","Venner","",NA,"Thomas Venner, Thomas, Thomas Venner","male","rebel","IN","1641","1641","BF","1751",NA,"[]","No Title",0,0,0,0
"10005105",11231,"Edmund Graile",NA,"Edmund","Graile","",NA,"Edmund Graile, Edmund, Edmund Graile","male","poet and physician","IN","1575","1576","IN","1643","1643","[]","No Title",0,1,0,0
"10007236",16516,"Hubert Le Sueur",NA,"Hubert","Le Sueur","",NA,"Hubert Le Sueur, Hubert, Hubert Le Sueur","male","sculptor","CA","1580","1580","IN","1658","1668","[]","No Title",0,1,0,0
"10013188",30121,"Jan Wyck",NA,"Jan","Wyck","",NA,"Jan Wyck, Jan Wijck, Jan van Wyck, Jan van Wijck, John Wyck, John Wijck, Jan, Jan Wyck","male","painter","IN","1645","1645","IN","1700","1700","[]","No Title",0,1,0,0
"10012886",29418,"George Wilkins",NA,"George","Wilkins","",NA,"George Wilkins, George, George Wilkins","male","playwright and pamphleteer","AF","1508",NA,"IN","1618","1618","[]","No Title",0,1,0,0
"10011028",25423,"Anthony Sherley",NA,"Anthony","Sherley","",NA,"Anthony Sherley, Anthony Shirley, Anthony, Anthony Sherley","male","adventurer and diplomat in the Persian service","IN","1565","1565","CA","1636","1636","[]","No Title",0,0,0,1
"10008052",0,"Abigail Masham",NA,"Abigail","Masham","",NA,"Abigail Masham, Abigail Hill, Lady Masham, Abigail, Abigail Masham","female","royal favourite","CA","1670",NA,"IN","1734",NA,"[]","No Title",0,0,0,0
"10008053",18262,"Damaris Masham",NA,"Damaris","Masham","",NA,"Damaris Masham, Damaris Cudworth, Damaris, Damaris Masham","female","philosopher and theological writer","IN","1658","1658","IN","1708","1708","[]","No Title",0,1,0,0
"10001817",68476,"George Burrington",NA,"George","Burrington","",NA,"George Burrington, George, George Burrington","male","colonial governor","IN","1685","1685","IN","1759","1759","[]","No Title",0,0,0,1
"10007212",16214,"Sir William Laxton","Sir","William","Laxton","","Sir","William Laxton, Sir William, Sir William Laxton, Sir Laxton, William, William Laxton","male","mayor of London","AF","1446",NA,"IN","1556","1556","[]","Significant",0,0,0,0
"10005430",12052,"Charles Hamilton",NA,"Charles","Hamilton","",NA,"Charles Hamilton, Charles, Charles Hamilton","male","landowner","IN","1697","1697","IN","1732","1732","[]","No Title",0,0,0,0
"10009071",20494,"Simon Ockley",NA,"Simon","Ockley","",NA,"Simon Ockley, Simon, Simon Ockley","male","orientalist","IN","1679","1679","IN","1720","1720","[]","No Title",0,0,0,0
"10005296",67761,"Richard Gunnell",NA,"Richard","Gunnell","",NA,"Richard Gunnell, Richard, Richard Gunnell","male","actor and impresario","AF","1524",NA,"IN","1634","1634","[]","No Title",0,1,0,0
"10005748",12794,"Sir John Hayward","Sir","John","Hayward","","Sir","John Hayward, Sir John, Sir John Hayward, Sir Hayward, John, John Hayward","male","historian and civil lawyer","CA","1564","1564","IN","1627","1627","[]","Significant",0,0,1,0
"10004960",39347,"Benjamin Goodison",NA,"Benjamin","Goodison","",NA,"Benjamin Goodison, Benjamin, Benjamin Goodison","male","cabinet-maker and undertaker","IN","1700","1700","IN","1767","1767","[]","No Title",0,0,0,0
"10003445",7517,"Nathan Denton",NA,"Nathan","Denton","","church","Nathan Denton, Nathan, Nathan Denton","male","clergyman and ejected minister","IN","1635","1635","IN","1720","1720","[]","Religion",0,0,0,0
"10001607",3548,"Humphrey Brooke",NA,"Humphrey","Brooke","",NA,"Humphrey Brooke, Humphrey, Humphrey Brooke","male","physician and Leveller","IN","1618","1618","IN","1693","1693","[""""Levellers""""]","No Title",0,0,0,0
"10004080",9062,"Paul Fagius",NA,"Paul","Fagius","",NA,"Paul Fagius, Paul, Paul Fagius","male","protestant reformer and Hebraist","IN","1504","1504","IN","1549","1549","[]","No Title",0,0,0,0
"10007036",15772,"John Knowles",NA,"John","Knowles","","church","John Knowles, John, John Knowles","male","nonconformist minister","IN","1606","1606","IN","1685","1685","[]","Religion",0,0,0,0
"10009122",20694,"William Oldisworth",NA,"William","Oldisworth","",NA,"William Oldisworth, William, William Oldisworth","male","writer and translator","IN","1680","1680","IN","1734","1734","[]","No Title",0,1,0,0
"10000666",1444,"William Barlow",NA,"William","Barlow","","church","William Barlow, William, William Barlow","male","Church of England clergyman and natural philosopher","IN","1544","1544","IN","1625","1625","[]","Religion",0,0,0,0
"10012339",28252,"George Vertue",NA,"George","Vertue","",NA,"George Vertue, George, George Vertue","male","engraver and antiquary","IN","1684","1684","IN","1756","1756","[]","No Title",0,0,0,0
"10002750",6106,"John Constable",NA,"John","Constable","","church","John Constable, John Lacey, John, John Constable","male","Jesuit","IN","1676","1677","IN","1743","1743","[]","Religion",0,0,0,0
"10007815",17593,"Kenneth Mackenzie",NA,"Kenneth","Mackenzie","","Nobel","Kenneth Mackenzie, Kenneth, Kenneth Mackenzie","male","clan chief","IN","1661","1661","IN","1701","1701","[]","No Title",0,0,0,0
"10002744",6097,"William Conolly",NA,"William","Conolly","",NA,"William Conolly, William, William Conolly","male","speaker of the Irish House of Commons","IN","1662","1662","IN","1729","1729","[]","No Title",0,0,0,1
"10006303",13985,"Edmund Howes",NA,"Edmund","Howes","",NA,"Edmund Howes, Edmund, Edmund Howes","male","chronicler","IN","1602","1602","IN","1631","1631","[]","No Title",0,0,0,0
"10010675",24628,"Robert Sanderson",NA,"Robert","Sanderson","",NA,"Robert Sanderson, Robert, Robert Sanderson","male","archivist","CA","1663","1663","IN","1741","1741","[]","No Title",0,0,0,0
"10005104",11196,"James Grahme",NA,"James","Grahme","",NA,"James Grahme, James, James Grahme","male","courtier and politician","IN","1650","1650","IN","1730","1730","[]","Significant",0,0,0,1
"10011953",69134,"Thomas Tillam",NA,"Thomas","Tillam","","church","Thomas Tillam, Thomas, Thomas Tillam","male","Seventh Day Baptist minister","AF","1564",NA,"BF/IN","1674","1674","[]","Religion",0,0,0,0
"10007557",16923,"Thomas Lodge",NA,"Thomas","Lodge","",NA,"Thomas Lodge, Thomas, Thomas Lodge","male","author and physician","IN","1558","1558","IN","1625","1625","[]","No Title",0,1,0,0
"10002532",5616,"John Clerk",NA,"John","Clerk","",NA,"John Clerk, John, John Clerk","male","author","AF","1442",NA,"IN","1552","1552","[]","No Title",0,1,0,0
"10012499",28648,"Brian Walton",NA,"Brian","Walton","","church","Brian Walton, Brian, Brian Walton","male","bishop of Chester and biblicist","IN","1600","1600","IN","1661","1661","[]","Religion",0,0,0,0
"10012683",29048,"Henrietta Maria Wentworth",NA,"Henrietta Maria","Wentworth","",NA,"Henrietta Maria Wentworth, Henrietta Maria, Henrietta Maria Wentworth","female","royal mistress","IN","1660","1660","IN","1686","1686","[]","No Title",0,0,0,0
"10007698",17251,"John Lyly",NA,"John","Lyly","",NA,"John Lyly, John, John Lyly","male","writer and playwright","IN","1554","1554","IN","1606","1606","[]","No Title",0,1,0,0
"10002745",6099,"Florence Conry",NA,"Florence","Conry","","church","Florence Conry, Florence, Florence Conry","male","Roman Catholic archbishop of Tuam","AF","1519",NA,"IN","1629","1629","[]","Religion",0,0,0,0
"10007980",18079,"Christopher Marlowe",NA,"Christopher","Marlowe","",NA,"Christopher Marlowe, Christopher Marley, Christopher, Christopher Marlowe","male","playwright and poet","IN","1564","1564","IN","1593","1593","[""""Lord Admiral's Men"""", """"Elizabethan Playwrights""""]","No Title",0,1,0,0
"10008784",20001,"John Newdigate",NA,"John","Newdigate","",NA,"John Newdigate, John Newdegate, John, John Newdigate","male","landowner","CA","1542","1542","IN","1592","1592","[]","No Title",0,0,0,0
"10011715",11066,"John Sutherland",NA,"John","Sutherland","",NA,"John Sutherland, John Gordon, John, John Sutherland","male","army officer and politician","IN","1661","1661","IN","1733","1733","[]","No Title",1,0,0,1
