"V1","V2","V3","V4","V5","V6","V7"
"1742","4.21696947970614","181838419.907094","1107.91930278436","10006462","10006462","10006462"
"1743","3.4631640128876","149177628.523844","1040.82040517816","10006462","10006462","10006462"
"1744","3.89733017973349","138555478.617712","994.152083499673","10006462","10006462","10006462"
"1745","3.89374172488115","139247011.687029","953.139536985749","10006462","10006462","10006462"
"1746","3.26041837925479","121575222.796412","904.669017308586","10006462","10006462","10006462"
"1747","3.17362772234571","108227140.44864","865.936514478531","10006462","10006462","10006462"
"1748","2.74698453452122","98335369.1583315","822.695981497951","10006462","10006462","10006462"
"1749","3.3710746011291","82989320.7781641","777.965685930021","10006462","10006462","10006462"
"1750","3.77379383268445","72101297.083863","736.254886224767","10006462","10006462","10006462"
"1751","4.34956535491068","62324841.3490558","700.81868016707","10006462","10006462","10006462"
"1752","3.47952863753015","52116466.4312946","663.510358046796","10006462","10006462","10006462"
"1753","3.31323792986279","44732825.0166423","624.238541520423","10006462","10006462","10006462"
"1754","2.40814129557089","37298355.8648593","577.038315172679","10006462","10006462","10006462"
"1755","2.2846224534907","30141782.2287121","536.008550517409","10006462","10006462","10006462"
"1756","3.05442915037717","25295599.2931897","496.215518400327","10006462","10006462","10006462"
"1757","2.6178499134861","25965480.8543173","468.612479871107","10006462","10006462","10006462"
"1758","3.05971752975344","20019250.6098607","420.797490358755","10006462","10006462","10006462"
"1759","2.60783681780149","14952830.7476421","383.47994077484","10006462","10006462","10006462"
"1760","2.09144943764294","4808736.20859876","343.502876149318","10006657","10006657","10006657"
"1761","2.24939594523205","3949681.28139814","305.027813414152","10006657","10006657","10006657"
"1762","1.81185062405966","3522764.32791147","280.932777299925","10006657","10006657","10006657"
"1763","1.71583163041597","2851389.11203699","255.380275840437","10006657","10006657","10006657"
"1764","1.34795997174187","1987744.15073497","226.997774950283","10006657","10006657","10006657"
"1765","1.29995916367135","1654954.21339392","207.919241205593","10006657","10006657","10006657"
"1766","1.07143993746661","1170465.86330298","182.159783061562","10006657","10006657","10006657"
"1767","0.993715041572019","680899.105434598","160.384462233852","10006657","10006657","10006657"
"1768","0.822172560818577","460614.7","136.852291451566","10006657","10006657","10006657"
"1769","0.793772903629177","230088.933455433","114.183016149227","10006657","10006657","10006657"
"1770","0.899015993214813","130009.883333333","88.4789467423926","10006657","10006657","10006657"
"1771","0.800891240969575","65325.4876623377","72.3477861165083","10006657","10006657","10006657"
"1772","0.744133787257074","39683.3333333333","62.5327051532187","10006656","10006656","10006656"
"1773","0.584973082445997","10027","40.4209211028526","10012604","10012604","10012604"
"1774","0.616152173831369","6240.5","34.0233336150244","10002013","10012604","10012604"
"1775","0.380205603945584","2607","30.5341206189052","10012604","10012604","10012604"
"1776","0.356055667042845","1430","26.0100986197692","10012604","10012604","10012604"
"1777","0.349818180052738","921","22.378739715426","10012604","10012604","10012604"
"1778","0.548601455692732","571","13.378739715426","10012604","10012604","10012604"
"1779","0.508595659895527","176","8.21071492136495","10006125","10012604","10012604"
"1780","0.203663003663003","27","7.26794919243112","10012604","10012604","10012604"
"1781","0.203663003663003","27","7.26794919243112","10012604","10012604","10012604"
"1782","0","0","0.000201457411908024","10001233, 10003396, 10010462, 10007143","10001233, 10003396, 10010462, 10007143","10001233"
"1783","0","0","3.71239099923315e-05","10001233, 10003396, 10010462, 10007143","10001233, 10003396, 10010462, 10007143","10007143"
"1784","0","0","0","10003396, 10007143","10003396, 10007143","10003396, 10007143"
"1785","0","0","0","10003396, 10007143","10003396, 10007143","10003396, 10007143"
